31-40 years old,Female,West,Engineering,,"$20,001 - $44,999",University Degree,Cash,,DBS/POSB,,Yes,Monthly,"Restaurant (Includes Takeaways),Groceries,Clothing",,"Beauty in a pot, din tai fung, mac",300,< 2 weeks ago,,,,"Ntuc, RedMart, Cold Storage",100,< 2 weeks ago,,,,,,,,,,"Uniqlo,topman,zara",50,< 3 days ago,,,,,,,,,,"Daiso, dollar value, ntuc ",90,< 3 days ago,,,,,,,,,,,,,,,,,,
21-30 years old,Male,West,Engineering,,I am a Student,A Levels,"Cash,Credit Card",,"DBS/POSB,OCBC",,Yes,Weekly,"Fast Food / Food Court (Includes Takeaways),Groceries,Sports / Outdoor Equipment",,,,,"Mcdonalds, kfc, food republic ",20,< 1 week ago,"NTUC Fairprice, Sheng Siong",300,< 3 days ago,,,,,,,"Decathalon, adidas, nike",200,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,North-East,Business/HR,,"$20,001 - $44,999",University Degree,Credit Card,,"DBS/POSB,OCBC",,Yes,Monthly,"Fast Food / Food Court (Includes Takeaways),Groceries,Bubble Tea / Beverages",,,,,"Kopitiam, encik tan",20,< 3 days ago,"cold storage, fairprice",300,< a month ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koi, gong cha, xing fu tang",80,< 3 days ago,,,,,,,,,,,,
21-30 years old,Female,North-East,Technology,,"< $20,000",O Levels,Credit Card,,HSBC,,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Groceries,Clothing",,,,,"Mcdonalds, subway, kfc ",50,< 3 days ago,"NTUC, Cold Storage, Giant",500,I visited a groceries store today,,,,,,,,,,"Taobao, Zalora, Asos",50,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Female,Central/South,Business/HR,,"$45,000 - $59,999",A Levels,Debit Card,,DBS/POSB,,Yes,Daily,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Groceries",,"Saizeriya, Ichiban Boshi, Sakae Sushi",200,< 1 week ago,"Macdonalds, texas chicken, KFC",20,< 3 days ago,"Ntuc,Giant",400,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Male,Central/South,Technology,,"< $20,000",O Levels,Credit Card,,DBS/POSB,,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Bubble Tea / Beverages",,"saizeriya, ajisen, sukiya",100,< 1 week ago,Kopitiam and fast food joints,50,I visited a fast food / food court today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee bean, starbucks",50,I visited a bubble tea/beverages store today,,,,,,,,,,,,
21-30 years old,Male,East,Business/HR,,I am a Student,A Levels,Debit Card,,DBS/POSB,,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Electronic Product",,"Open Farm Concept, Black Tap Singapore, Lawry's Prime Ribs",150,< 3 days ago,"Macdonalds, mos burger, KFC",20,I visited a fast food / food court today,,,,"challenger, harvey norman ",20,< 2 weeks ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Male,East,Medical,,"$20,001 - $44,999",University Degree,Credit Card,,"Citibank,DBS/POSB,OCBC,HSBC",,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Groceries,Sports / Outdoor Equipment",,"Japanese restaurants, steamboat, mookata",200,< 3 days ago,,,,"fairprice, giant, sheng shiong",150,< 1 week ago,,,,,,,"Decathalon, adidas, nike",100,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Female,North,Technology,,"$45,000 - $59,999",University Degree,"Credit Card,Debit Card",,DBS/POSB,,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"Beauty in a pot, din tai fung",200,< 2 weeks ago,,,,,,,,,,,,,,,,"Taobao, Zalora, Asos",100,< 3 days ago,,,,"Guardian, Innisfree, Watsons",250,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Female,East,Finance,,"> $120,000",PhD,Debit Card,,"DBS/POSB,OCBC",,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Groceries,Household Products",,"Toastbox, ding ji, yakun",700,I visited a restaurant today,,,,"cold storage, fairprice",550,<3 days ago,,,,,,,,,,,,,,,,,,,,,,"Ntuc, Daiso, Japan Home",500,< 3 days ago,,,,,,,,,,,,,,,,,,
31-40 years old,Female,North,Engineering,,"$60,000 - $89,999",University Degree,Credit Card,,DBS/POSB,,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Bubble Tea / Beverages",,"Sanpoutei, ding tai Feng , sukiya",300,< 3 days ago,"Kopitiam, encik tan",70,I visited a fast food / food court today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koi, gong cha, xing fu tang",50,I visited a bubble tea/beverages store today,,,,,,,,,,,,
31-40 years old,Female,North,Technology,,"$90,000 - $120,000",University Degree,"Cash,Credit Card,Debit Card",,"DBS/POSB,OCBC",,Yes,Daily,"Fast Food / Food Court (Includes Takeaways),Groceries,Health & Beauty Products",,,,,"Subway, macdonald, kopitiam",70,I visited a fast food / food court today,"Giant, ntuc, shengsiong",900,< 1 week ago,,,,,,,,,,,,,,,,"sephora, shopee, amazon",300,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,West,Services,,I am a Student,Diploma,Debit Card,,"Citibank,DBS/POSB,OCBC",,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Clothing,Bubble Tea / Beverages",,"hot tomato, toriq, macdonalds",150,< 3 days ago,,,,,,,,,,,,,,,,"Uniqlo, Cotton on, H&m",100,< 3 days ago,,,,,,,,,,,,,,,,"Liho, Playmade, Koi",80,< 1 week ago,,,,,,,,,,,,
> 50 years old,Male,North-East,Finance,,"$45,000 - $59,999",Diploma,Credit Card,,DBS/POSB,,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Clothing,Sports / Outdoor Equipment",,"Bitp, mcdonald, genki",200,< 2 weeks ago,,,,,,,,,,,,,"Fila, adidas, nike",100,> a month,Uniqlo,60,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Male,North-East,Technology,,"< $20,000",O Levels,Debit Card,,"DBS/POSB,OCBC",,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Sports / Outdoor Equipment",,"Din Tai Fung, Beauty in the Pot, Saizeriya",100,< 1 week ago,"Kfc, kopidiam, food republic ",50,< 1 week ago,,,,,,,,,,"Adidas, nike, skechers",50,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Female,North,Finance,,"$45,000 - $59,999",University Degree,"Cash,Debit Card",,"DBS/POSB,OCBC",,Yes,Monthly,"Fast Food / Food Court (Includes Takeaways),Groceries,Bubble Tea / Beverages",,,,,"Mcdonald, KFC, Koufu",20,< 3 days ago,"Giant, ntuc, shengsiong",300,I visited a groceries store today,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee bean, starbucks",50,< 3 days ago,,,,,,,,,,,,
31-40 years old,Male,West,Technology,,"$20,001 - $44,999",Diploma,"Cash,Debit Card,NETS Card",,DBS/POSB,,Yes,Monthly,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Groceries",,"Ajisen, Saizeriya, Nihon Mura Express",200,< 3 days ago,"Mcdonalds, subway, kfc ",20,< 3 days ago,"fairprice, giant, sheng shiong",200,I visited a groceries store today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Female,North,Technology,,"$20,001 - $44,999",O Levels,Debit Card,,DBS/POSB,,Yes,Around 2-3 times a month,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"Genki Sushi, Tampopo, Nam Nam ",200,< 2 weeks ago,,,,,,,,,,,,,,,,"Taobao, ezbuy",60,> a month,,,,"Sephora, etude house, innisfree",250,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Male,North,Tourism/Hospitality,,"> $120,000",University Degree,Credit Card,,DBS/POSB,,Yes,Daily,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Groceries",,"Beauty in a pot, din tai fung, mac",500,I visited a restaurant today,"Mcdonalds, 4fingers, KFC",150,I visited a fast food / food court today,"Ntuc,Giant",800,<3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Male,North-East,Business/HR,,I am a Student,Diploma,"Cash,Debit Card",,"DBS/POSB,OCBC",,Yes,Around 2-3 times a month,"Restaurant (Includes Takeaways),Electronic Product,Bubble Tea / Beverages",,"Hai Di Lao, Monster curry",100,< 1 week ago,,,,,,,Challenger; Lazada;Shopee,50,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,"liho, koi ",50,< 2 weeks ago,,,,,,,,,,,,
31-40 years old,Female,North,Engineering,,"$20,001 - $44,999",University Degree,"Cash,Debit Card,NETS Card",,"Citibank,DBS/POSB",,Yes,Monthly,"Clothing,Health & Beauty Products,Bubble Tea / Beverages",,,,,,,,,,,,,,,,,,,,"Zara, H&M, Cotton on",200,< 3 days ago,,,,"Sephora, Colorpop",100,< 1 week ago,,,,,,,,,,"Chichasanqian,playmade,Koi",60,< 3 days ago,,,,,,,,,,,,
21-30 years old,Male,North,Life Sciences,,I am a Student,A Levels,"Cash,Debit Card,NETS Card",,OCBC,,Yes,Daily,"Clothing,Electronic Product,Sports / Outdoor Equipment",,,,,,,,,,,"Challenger, courts, apple",20,< 3 days ago,,,,"Fila, adidas, nike",150,> a month,"Pull & Bear, Zara and H&M",100,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Female,North-East,Engineering,,"$20,001 - $44,999",University Degree,Credit Card,,"DBS/POSB,OCBC",,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Health & Beauty Products,Household Products",,"Cedele, mos burger, Korean bbq",200,I visited a restaurant today,,,,,,,,,,,,,,,,,,,,,,Innisfree,100,< 1 week ago,,,,"ntuc, muji, amazon",80,< 1 week ago,,,,,,,,,,,,,,,,,,
21-30 years old,Male,East,Engineering,,"< $20,000",O Levels,"Cash,Debit Card",,DBS/POSB,,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Clothing",,"Din Tai Fung, Soup Restaurant, Ajisen Ramen",100,< 1 week ago,"MacDonalds, KFC,Burger King ",50,< 1 week ago,,,,,,,,,,,,,"Nike, Adidas",200,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Male,North-East,Business/HR,,"$45,000 - $59,999",A Levels,"Cash,Credit Card",,DBS/POSB,,Yes,4-6 times per week,"Fast Food / Food Court (Includes Takeaways),Clothing,Sports / Outdoor Equipment",,,,,"Macdonalds, texas chicken, KFC",70,< 3 days ago,,,,,,,,,,"Royal Sporting House, Decathlon",100,< 1 week ago,"Uniqlo, Cotton on, H&m",50,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,Central/South,Technology,,"< $20,000",O Levels,"Cash,Debit Card",,DBS/POSB,,Yes,Around 2-3 times a month,"Fast Food / Food Court (Includes Takeaways),Sports / Outdoor Equipment,Bubble Tea / Beverages",,,,,"Mcdonalds, 4fingers, KFC",50,< 3 days ago,,,,,,,,,,"Decathlon, SportsFactory, Adidas",50,< 1 week ago,,,,,,,,,,,,,,,,,,,"Liho, Playmade, Koi",50,< 1 week ago,,,,,,,,,,,,
21-30 years old,Male,Central/South,Business/HR,,I am a Student,A Levels,Debit Card,,DBS/POSB,,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"Song Fa, Itacho, Genki Sushi",150,< 1 week ago,,,,,,,,,,,,,,,,Uniqlo,40,> a month,,,,"Guardian, Innisfree, Watsons",200,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Female,North-East,Technology,,"$20,001 - $44,999",University Degree,"Cash,Debit Card",,"DBS/POSB,OCBC",,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"Mcdonalds, KFC, Wingstop",50,< 3 days ago,"NTUC Fairprice, Sheng Siong",400,I visited a groceries store today,,,,,,,,,,,,,,,,,,,,,,"Ntuc, Daiso, Japan Home",100,< 3 days ago,,,,,,,,,,,,,,,,,,
31-40 years old,Female,North-East,Business/HR,,"$45,000 - $59,999",University Degree,"Cash,Credit Card,Debit Card,NETS Card",,"DBS/POSB,OCBC",,Yes,4-6 times per week,"Groceries,Electronic Product,Bubble Tea / Beverages",,,,,,,,"NTUC, Giant and Cold Storage",300,I visited a groceries store today,"amazon, lazada, qoo10",50,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,"Koi, gong cha, xing fu tang",70,I visited a bubble tea/beverages store today,,,,,,,,,,,,
31-40 years old,Female,North-East,Medical,,"> $120,000",PhD,Cash,,"Citibank,DBS/POSB,HSBC,American Express",,Yes,Daily,"Fast Food / Food Court (Includes Takeaways),Groceries,Sports / Outdoor Equipment",,,,,"Mcdonald, KFC, Koufu",150,I visited a fast food / food court today,"fairprice, giant, sheng shiong",700,<3 days ago,,,,,,,"Fila, adidas, nike",250,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Female,East,Technology,,"$60,000 - $89,999",University Degree,"Cash,Debit Card,NETS Card",,"Citibank,DBS/POSB,OCBC,HSBC,American Express",,Yes,Daily,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"Mcdonalds, subway, kfc ",70,< 3 days ago,"cold storage, fairprice",500,<3 days ago,,,,,,,,,,,,,,,,,,,,,,"ntuc, muji, amazon",300,< 3 days ago,,,,,,,,,,,,,,,,,,
31-40 years old,Male,East,Finance,,"$90,000 - $120,000",University Degree,"Cash,Credit Card,Debit Card,NETS Card",,OCBC,,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Groceries,Sports / Outdoor Equipment",,"nomVnom, Saute San, Ah Chew Desserts",400,I visited a restaurant today,,,,"Ntuc, Giant, Wet Market",300,> a month,,,,,,,"Fila, adidas, nike",50,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,North,Engineering,,I am a Student,Diploma,"Cash,Credit Card,Debit Card,NETS Card",,DBS/POSB,,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"Genki Sushi, Hai Di Lao, Ajisen ",150,< 2 weeks ago,,,,,,,,,,,,,,,,"Uniqlo, Cotton on, H&m",200,I visited a clothing store today,,,,"sephora, shopee, amazon",50,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,North-East,Technology,,"$45,000 - $59,999",Diploma,"Cash,Credit Card,Debit Card,NETS Card",,OCBC,,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Household Products",,"tim ho wan, hai di lao, hans",400,< 1 week ago,,,,,,,,,,,,,,,,"The Editors Market, Runway Bandits, Uniqlo",100,> a month,,,,,,,,,,"Daiso, dollar value, ntuc ",100,< 1 week ago,,,,,,,,,,,,,,,,,,
21-30 years old,Female,Central/South,Services,,"< $20,000",O Levels,"Cash,Credit Card,Debit Card,NETS Card",,DBS/POSB,,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"gelare, ding tai fung, monster curry",100,< 1 week ago,,,,,,,,,,,,,,,,"Love Bonito, The Closet Lover, Young Hungry Free",60,< 1 week ago,,,,"Sephora, etude house, innisfree",50,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Male,North,Finance,,"$45,000 - $59,999",University Degree,"Cash,Credit Card,Debit Card,NETS Card",,DBS/POSB,,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment",,"Hai di lao, chomp chomp, astons",300,I visited a restaurant today,,,,,,,"Oneplus, Samsung, Logitech",50,< 3 days ago,,,,"Fila, adidas, nike",100,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Male,North,Technology,,"$20,001 - $44,999",Diploma,"Cash,Debit Card,NETS Card",,"OCBC,American Express",,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment",,,,,"nex shopping mall, 18 Tai Seng and J8",50,< 1 week ago,,,,"amazon, lazada, qoo10",200,> a month,,,,"Adidas, nike, skechers",50,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Female,East,Finance,,"$20,001 - $44,999",University Degree,"Cash,Credit Card,Debit Card,NETS Card",,"DBS/POSB,OCBC",,Yes,4-6 times per week,"Fast Food / Food Court (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment",,,,,"Mcdonalds, burger king, kfc",50,< 3 days ago,,,,"challenger, harvey norman ",50,< 2 weeks ago,,,,"Adidas, Nike, underarmour",50,< a month ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Male,East,Technology,,I am a Student,A Levels,"Cash,Debit Card,NETS Card",,"Citibank,DBS/POSB",,Yes,Around 2-3 times a month,"Fast Food / Food Court (Includes Takeaways),Clothing,Household Products",,,,,"Mcdonalds, 4fingers, KFC",20,< 3 days ago,,,,,,,,,,,,,"Nike, Adidas",200,> a month,,,,,,,,,,"NTUC Fairprice, Sheng Siong, IKEA",20,< 2 weeks ago,,,,,,,,,,,,,,,,,,
> 50 years old,Female,Central/South,Technology,,"$45,000 - $59,999",Masters Degree,"Cash,Debit Card",,OCBC,,Yes,4-6 times per week,"Fast Food / Food Court (Includes Takeaways),Household Products,Bubble Tea / Beverages",,,,,"Mcdonalds, burger king, kfc",150,I visited a fast food / food court today,,,,,,,,,,,,,,,,,,,,,,,,,"Ntuc, Daiso, Japan Home",100,< 1 week ago,,,,"Liho, Koi, Xin Fu Tang",60,< 3 days ago,,,,,,,,,,,,
21-30 years old,Female,West,Tourism/Hospitality,,"< $20,000",A Levels,"Cash,Credit Card,Debit Card,NETS Card",,"DBS/POSB,OCBC",,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Groceries,Bubble Tea / Beverages",,,,,"Macdonalds, texas chicken, KFC",50,< 3 days ago,"Ntuc, Giant, Ang Mo Supermarket",100,< 2 weeks ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Xingfu tang, Tiger sugar, Gongcha",50,I visited a bubble tea/beverages store today,,,,,,,,,,,,
21-30 years old,Male,West,Business/HR,,I am a Student,University Degree,Credit Card,,DBS/POSB,,Yes,Weekly,"Electronic Product,Bubble Tea / Beverages,Sports / Outdoor Equipment",,,,,,,,,,,"Best denki, challenger, courts",100,I visited an electronic product store today,,,,Decathlon; Adidas; Nike,100,< 1 week ago,,,,,,,,,,,,,,,,,,,"liho, koi ",30,< 3 days ago,,,,,,,,,,,,
21-30 years old,Female,North-East,Engineering,,I am a Student,A Levels,"Cash,Debit Card",,DBS/POSB,,Yes,Weekly,"Fast Food / Food Court (Includes Takeaways),Clothing,Sports / Outdoor Equipment",,,,,"MacDonalds, KFC,Burger King ",20,I visited a fast food / food court today,,,,,,,,,,"Decathlon, adidas, nike",50,< 1 week ago,Uniqlo,50,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Male,North-East,Life Sciences,,I am a Student,A Levels,"Cash,Credit Card",,DBS/POSB,,Yes,Weekly,"Fast Food / Food Court (Includes Takeaways),Electronic Product,Bubble Tea / Beverages",,,,,"Mcdonalds, subway, kfc ",20,< 3 days ago,,,,"challenger, harvey norman ",50,< 2 weeks ago,,,,,,,,,,,,,,,,,,,,,,,,,"Liho, Playmade, Koi",20,< 2 weeks ago,,,,,,,,,,,,
21-30 years old,Female,North,Engineering,,"< $20,000",A Levels,"Cash,Debit Card",,DBS/POSB,,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Groceries,Sports / Outdoor Equipment",,"Isteaks, Keisuke, astons",100,< 1 week ago,,,,"cold storage, fairprice",150,< 2 weeks ago,,,,,,,"Fila, adidas, nike",50,< a month ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Female,West,Engineering,,"> $120,000",University Degree,Debit Card,,"DBS/POSB,OCBC",,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"Hot Tomato, Saizeriya, Jiak",600,I visited a restaurant today,,,,,,,,,,,,,,,,"Taobao, Zalora, Asos",500,I visited a clothing store today,,,,Laneige ,300,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Female,North,Business/HR,,"$45,000 - $59,999",Diploma,"Cash,Debit Card",,DBS/POSB,,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Household Products",,"Tori-Q, Maki-san",400,I visited a restaurant today,,,,,,,,,,,,,,,,"cotton on, uniqlo, metro",100,> a month,,,,,,,,,,"ntuc, muji, amazon",100,< 3 days ago,,,,,,,,,,,,,,,,,,
21-30 years old,Female,North,Technology,,"< $20,000",A Levels,"Cash,Credit Card,Debit Card,NETS Card",,"Citibank,DBS/POSB,HSBC,American Express",,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"Toastbox, Hot Tomato",100,< 1 week ago,,,,,,,,,,,,,,,,"Pull & Bear, Zara and H&M",50,< 1 week ago,,,,"sephora, shopee, amazon",80,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Male,North-East,Business/HR,,I am a Student,A Levels,Cash,,"Citibank,DBS/POSB,OCBC,HSBC,American Express",,Yes,Around 2-3 times a month,"Restaurant (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment",,"Hai di lao, sukiya, Qi ji",150,< 1 week ago,,,,,,,Challenger; Lazada;Shopee,50,< a month ago,,,,"Adidas, Nike, New balance",100,< a month ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Female,North,Technology,,"> $120,000",A Levels,"Cash,Debit Card,NETS Card",,OCBC,,Yes,Daily,"Fast Food / Food Court (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment",,,,,"MacDonalds, KFC,Burger King ",150,I visited a fast food / food court today,,,,"Best denki, courts, challenger",1000,> a month,,,,"Royal Sporting House, Decathlon",150,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Male,North,Business/HR,,"> $120,000",Masters Degree,"Cash,Credit Card,Debit Card,NETS Card",,DBS/POSB,,Yes,Daily,"Fast Food / Food Court (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment",,,,,Kopitiam and fast food joints,150,I visited a fast food / food court today,,,,Challenger,100,I visited an electronic product store today,,,,"Decathlon, SportsFactory, Adidas",100,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Female,North-East,Medical,,"$20,001 - $44,999",Diploma,"Cash,Credit Card,Debit Card,NETS Card",,OCBC,,Yes,4-6 times per week,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"Macdonalds, texas chicken, KFC",150,I visited a fast food / food court today,"Cold Storage,NTUC, Giant",200,<3 days ago,,,,,,,,,,,,,,,,,,,,,,"Ntuc, Daiso, Japan Home",100,< 1 week ago,,,,,,,,,,,,,,,,,,
31-40 years old,Male,East,Technology,,"$20,001 - $44,999",Diploma,"Cash,Credit Card,Debit Card,NETS Card",,DBS/POSB,,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Household Products,Bubble Tea / Beverages",,,,,"Mcdonald, food republic, Old Chang Kee",50,I visited a fast food / food court today,,,,,,,,,,,,,,,,,,,,,,,,,"Daiso, dollar value, ntuc ",50,< 3 days ago,,,,"Liho, Playmade, Koi",30,< 3 days ago,,,,,,,,,,,,
21-30 years old,Male,North-East,Finance,,I am a Student,A Levels,"Cash,Credit Card,Debit Card,NETS Card",,DBS/POSB,,Yes,Daily,"Fast Food / Food Court (Includes Takeaways),Sports / Outdoor Equipment,Bubble Tea / Beverages",,,,,"Kopitiam, mcd, kfc",20,< 3 days ago,,,,,,,,,,"Fila, adidas, nike",50,< 1 week ago,,,,,,,,,,,,,,,,,,,"Chichasanqian,playmade,Koi",50,I visited a bubble tea/beverages store today,,,,,,,,,,,,
21-30 years old,Female,Central/South,Engineering,,I am a Student,University Degree,"Cash,Credit Card,Debit Card,NETS Card",,"OCBC,American Express",,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"Coffee bean, starbucks",150,< 1 week ago,,,,,,,,,,,,,,,,"Taobao, ezbuy",100,< 1 week ago,,,,"Guardian, Innisfree, Watsons",60,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Male,Central/South,Engineering,,"$20,001 - $44,999",Diploma,"Cash,Credit Card,Debit Card,NETS Card",,"DBS/POSB,OCBC",,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment",,"Pastamania, genki sushi, toast box",300,< 1 week ago,,,,,,,"Best denki, challenger, courts",50,< 2 weeks ago,,,,"Fila, adidas, nike",50,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< 20 years old,Male,North-East,Technology,,I am a Student,Diploma,"Cash,Debit Card",,"DBS/POSB,OCBC",,Yes,Daily,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment,Clothing",,"Keisuke ramen, upin hotpot, colins",150,< 3 days ago,"Mcdonalds, kopitiam and kfc",50,< 2 weeks ago,,,,"Challenger, dynacore, courts",100,> a month,,,,"Decathalon, adidas, nike",100,> a month,"H&n, uniqlo and cotton on",50,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Male,East,Finance,,I am a Student,Diploma,"Cash,Debit Card",,"Citibank,DBS/POSB",,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Groceries,Clothing,Bubble Tea / Beverages",,"Saizeriya, Astons, Paradise dynasty ",$30,< 3 days ago,"Macdonalds, koufu and Kfc",$20,< 3 days ago,"Fair price, shengsiong and U star ",$50,< 1 week ago,,,,,,,,,,"Uniqlo, Zara and Leftfoot ",$50,< 2 weeks ago,,,,,,,,,,,,,,,,"Gongcha, Koi and R&B ",$5,< 2 weeks ago,,,,,,,,,,,,
21-30 years old,Female,North,Medical,,"$20,001 - $44,999",University Degree,"Debit Card,NETS Card",,OCBC,,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Clothing,Health & Beauty Products,Bubble Tea / Beverages",,"Coffee bean, starbucks",$50 to 60,< 2 weeks ago,"Subway, macdonald, kopitiam",$70,I visited a fast food / food court today,,,,,,,,,,,,,"Online shops, cotton on, uniqlo",$100,< 1 week ago,,,,"Clinique, sephora, nil",80 to 100,> a month,,,,,,,,,,"Coffee bean, starbucks",$50 to 60,< 3 days ago,,,,,,,,,,,,
